id_funcionario,nome_completo,sexo,data_nascimento,estado,area,nivel,salario,data_admissao,data_desligamento,motivo_desligamento,nota_comunicacao,nota_trabalho_equipe,nota_organizacao,nota_lideranca,nota_iniciativa,avaliacao_geral,horas_extras,ferias_acumuladas
18,Bruno Almeida,Feminino,1968-11-04,ES,Financeiro,Analista,4485.058226622641,2010-06-27,2011-04-15,Outros,8.72950591519475,9.902962988242507,9.9406912708655,6.4574136096052825,8.8627974903211,8.773010940854624,47,30
19,Carlos Alberto Souza,Feminino,1970-05-17,PE,TI,Estagiário,1458.8338886853307,2007-09-20,NA,NA,8.027849934063852,6.386827113106847,7.34133770223707,9.556289584143087,9.908672746270895,8.737163061792605,58,13
20,Patricia Rodrigues,Masculino,1995-06-25,SP,Comercial,Estagiário,1664.0322075225413,2001-12-12,2010-06-25,Pedido do funcionário,9.53213347028941,7.98658811300993,8.524690422229469,5.89248503674753,6.434983245097101,8.116494941773885,13,20
21,Carlos Alberto Souza,Feminino,1983-12-02,PE,Financeiro,Gerente,11371.486988849938,2013-08-29,2019-05-12,Reestruturação,9.612550139427185,7.371943040750921,8.718522684648633,8.224442191421986,7.442149827256799,7.821490644911523,41,28
22,Wesley Oliveira Baptista,Feminino,1990-07-16,PR,Financeiro,Coordenador,5370.509242406115,2002-06-24,NA,NA,6.542281466536224,7.3524164371192455,9.43204558826983,7.731371762929484,6.32391045615077,6.474492966483895,49,14
23,Felipe Carvalho,Masculino,1995-11-08,PE,Logística,Coordenador,7922.027393244207,2001-01-17,2008-08-21,Pedido do funcionário,6.854964419268072,9.348356899805367,9.772685975767672,7.978531981352717,8.550564765930176,7.9117835898983335,63,25
24,Roberto Suzano,Masculino,1977-07-01,GO,RH,Analista,3537.115579005331,2011-04-25,2019-12-31,Pedido do funcionário,7.980806068517268,8.812693473882973,8.819694228470325,6.485996515257284,9.024754195474088,7.977353336805965,24,37
25,Samantha de Oliveira Pereira,Feminino,1994-05-07,PR,Financeiro,Analista,3483.5470048710704,2016-03-02,NA,NA,7.8049516305327415,8.516080882400274,7.401298524811864,6.336073819547892,8.682060163468122,7.7464715382191764,45,7
26,Mariana Lima,Masculino,1966-09-04,SC,Administrativo,Analista,3278.202981222421,2011-06-05,NA,NA,8.712674720212817,9.603301441296935,9.291671812534332,5.765647597145289,8.790965179912746,9.18455506365222,53,27
27,João Monteiro,Feminino,1968-12-05,BA,Operações,Estagiário,1799.8128896579146,2003-01-30,NA,NA,8.158149290829897,8.971645620651543,7.39430820569396,8.163547376170754,6.382090674713254,8.1313329010494,114,19
28,Bernard Mello,Feminino,1985-09-27,MG,Logística,Analista,4344.958992674947,2013-04-18,2015-07-30,Desempenho,6.81598090287298,7.932030189782381,9.918861592188478,5.872536827810109,8.136220324784517,8.077848301791425,72,10
29,Wesley Oliveira Baptista,Feminino,1970-04-07,SP,Operações,Estagiário,1797.018285188824,2008-10-26,NA,NA,9.142594538629055,8.51928409282118,8.96509222779423,6.62792009068653,8.71882975101471,8.799983289974369,0,23
30,Cynthia Ribeiro,Masculino,1975-03-16,BA,Financeiro,Analista,4194.84233809635,2010-10-07,NA,NA,6.387586907483637,8.809710347093642,8.098135313019156,6.619859189959243,6.756744937039912,7.269194455413912,40,20
31,Livia Mello,Feminino,1975-02-04,RJ,TI,Analista,3489.754125010222,2016-02-12,NA,NA,7.634119831956923,7.763304013758898,6.681843271479011,9.897426624083892,6.566632004454732,7.171623565717139,44,10
32,Marta Fahrnholz,Masculino,1979-03-06,SP,TI,Coordenador,5840.104936622083,2016-03-22,NA,NA,6.116379887796938,7.297597719356418,9.288458545692265,7.15947792166844,8.540848680771887,7.231780923704237,56,20
33,Nathália Fernandes de Araújo,Masculino,1985-09-11,GO,Administrativo,Analista,3301.862911786884,2012-03-04,2018-01-18,Pedido do funcionário,8.9526845542714,6.055653873831034,7.725088240578771,6.632970189675689,8.706821599043906,6.936028375298315,26,26
34,Manuela Abreu Braga Martins,Feminino,1988-03-22,BA,Logística,Analista,2655.5044539272785,2010-06-16,2018-01-15,Pedido do funcionário,7.925870039500296,7.023788644000888,9.631646424531937,8.958204898517579,9.483450416475534,7.958243181512807,60,18
35,João Monteiro,Feminino,1966-04-11,RJ,TI,Estagiário,1352.0940169226378,2007-02-08,2012-11-18,Reestruturação,6.268925577402115,7.085262982174754,7.160300759598613,5.004261579597369,7.072089541703463,5.759564434930515,26,38
36,Isamij Jacques Gamboa,Feminino,1987-05-08,DF,Operações,Estagiário,1774.858110677451,2004-12-08,NA,NA,7.9366463497281075,7.2715343264862895,9.644859611056745,6.915672457544133,7.751061899587512,8.333542944252457,38,36
37,Aline de Souza,Masculino,1971-12-11,MG,Financeiro,Estagiário,1477.7708104345948,2018-07-13,NA,NA,9.054978208616376,6.336216422729194,6.6662515150383115,8.457245785975829,6.993088196963072,6.894247258976321,52,12
38,Nicole Vaz,Masculino,2000-11-14,SC,Administrativo,Gerente,10424.657674971968,2011-08-04,2014-01-24,Pedido do funcionário,7.305712374858558,9.634261625818908,9.989411184564233,8.91329305479303,9.128867789171636,9.303836896173149,28,34
39,Bernard Mello,Feminino,1974-02-19,SP,Administrativo,Analista,3012.2957676649094,2018-08-07,2019-12-31,Reestruturação,8.153548168949783,7.41073595918715,8.65204577241093,5.521755911177024,8.64255376253277,8.848817880191156,42,33
40,Ana Fernandes Filardi,Masculino,1985-12-07,RS,Comercial,Gerente,14368.812485598028,2005-06-21,NA,NA,7.8785504484549165,9.755350911989808,8.452165767550468,9.671884537674487,9.206567271612585,8.893889831213867,72,14
41,João Monteiro,Masculino,1970-04-12,RJ,RH,Coordenador,7412.181596038863,2017-09-21,2019-12-31,Pedido do funcionário,6.546468082815409,9.920069365762174,7.779194443486631,8.973390816245228,8.571907483041286,8.266202202731977,31,36
42,Wesley Oliveira Baptista,Feminino,1982-09-13,PR,Comercial,Analista,4089.857699815184,2007-04-06,NA,NA,6.248637312091887,6.5155333541333675,8.095295783132315,7.217937869718298,7.96023637894541,7.626896903482247,17,37
43,Wesley Oliveira Baptista,Masculino,1998-09-01,DF,Operações,Analista,3271.0638782009482,2017-09-22,NA,NA,6.039574409835041,8.219875430688262,9.939914414659142,5.305203413590789,7.606865968555212,7.415032954471438,54,26
44,Bernard Mello,Masculino,1993-10-21,PE,Comercial,Analista,3992.9204718209803,2017-06-25,NA,NA,9.139718560501933,8.2952053649351,8.403827898204327,8.621077281422913,8.34944187104702,8.17993757941958,24,29
45,Rodrigo Funcke,Feminino,1977-12-21,DF,Operações,Estagiário,1758.2424766849726,2010-10-30,NA,NA,7.429720276966691,6.944101572968066,6.008937689475715,6.9895109930075705,6.923060498200357,6.149297034948226,35,10
46,Bruno Almeida,Masculino,1978-09-12,MG,TI,Analista,2950.8934756740928,2005-05-17,NA,NA,8.265757872723043,8.683999079279602,9.430765143595636,7.730532652931288,7.348591677844524,8.338585220020471,50,39
47,Patricia Rodrigues,Masculino,1990-05-05,RS,Comercial,Analista,2907.7584645710886,2003-09-02,2011-03-15,Outros,8.992831365205348,9.251663226634264,8.962510992772877,8.259411646286026,8.307657267898321,8.541239648242929,49,14
48,Isamij Jacques Gamboa,Feminino,1973-10-25,RJ,Logística,Analista,2605.1395861431956,2018-07-25,NA,NA,7.091776665300131,6.312898899428546,9.350811977870762,8.405857887119055,7.006309942342341,7.829714808417179,64,16
49,João Monteiro,Masculino,1995-10-30,GO,Administrativo,Analista,3670.387821737677,2008-07-22,NA,NA,8.500630834139884,8.753674576058984,6.8229261031374335,7.109040232608095,7.922231029719114,7.962707474250994,26,25
50,Isamij Jacques Gamboa,Masculino,1998-09-10,MG,RH,Estagiário,1740.2656408958137,2011-09-29,NA,NA,7.3545356104150414,8.39706299174577,8.48799659870565,9.156715916469693,7.5533271143212914,8.838941844241447,34,21
51,Bruno Almeida,Masculino,1967-08-08,ES,Logística,Analista,2606.9757929071784,2014-06-16,NA,NA,7.431467519141734,7.871917678974569,7.549405209720135,5.128851943882182,9.325386649928987,7.761515219932042,27,37
52,Yuri Cruz,Feminino,1977-04-21,MG,Logística,Analista,3936.048339586705,2011-12-21,NA,NA,9.146750202402472,7.346972513012588,8.719628016464412,9.930853107944131,6.068998166359961,8.810846047461926,37,13
53,Carlos Alberto Souza,Masculino,1999-08-06,MG,Logística,Analista,2503.1790579669178,2016-09-07,2019-12-31,Término de contrato,8.079859397374094,7.639865846373141,6.552483297884464,5.38349007605575,7.054664058610797,6.976909741542383,80,15
54,Gabriela Costa,Feminino,1976-05-25,RJ,RH,Analista,4479.378700722009,2003-03-03,2010-07-27,Desempenho,7.41646006796509,6.1435635555535555,9.342280169948936,6.634723077295348,8.347912507131696,7.984947226071773,39,23
55,Felipe Carvalho,Masculino,1989-10-31,ES,Operações,Analista,4439.906407147646,2011-09-30,2012-12-29,Término de contrato,8.247919114306569,7.768654972314835,8.874012471176684,5.987731761997566,7.804107308387756,7.6128277334278325,39,26
56,Gabriel Mesquita,Masculino,1975-06-01,ES,TI,Coordenador,5332.862559240311,2018-06-20,NA,NA,9.930574501864612,9.061405960470438,6.2391632460057735,9.271624380489811,9.550833986140788,8.733901961649964,50,49
57,Samantha de Oliveira Pereira,Feminino,1997-06-30,SC,Operações,Analista,4051.1069032363594,2018-03-01,NA,NA,6.903608428314328,7.886126938275993,9.649431016296148,9.739310689037666,9.953679786995053,8.863771842629642,16,7
58,Aline de Souza,Masculino,1977-04-06,SC,Comercial,Coordenador,7335.676207207143,2012-03-30,NA,NA,9.383684666827321,7.197292750701308,9.619825161993504,5.592796270502731,8.805000398308039,7.564588041068435,59,31
59,Ana Fernandes Filardi,Masculino,1986-02-18,MG,Operações,Analista,3974.3945812806487,2010-04-05,2016-06-26,Outros,8.087014165706933,8.928865791298449,8.750475474633276,7.248066979227588,6.398342373780906,7.279760714566884,39,29
60,Pedro da Silva,Feminino,1976-08-17,BA,Logística,Estagiário,1726.2338176835328,2008-08-11,NA,NA,6.913950280286372,6.266795017756522,6.708002237603068,7.331761539680883,9.713162008672953,7.241403604517271,26,31
61,Andre Ribeiro da Costa,Feminino,1972-03-23,PR,Financeiro,Coordenador,5250.166235957295,2017-09-14,NA,NA,8.178779061883688,8.203158621676266,6.723688498139381,9.494759427616373,8.49789431784302,7.518833213742523,47,7
62,Carlos Alberto Souza,Feminino,1977-07-03,PR,Operações,Analista,3572.724886238575,2009-02-13,NA,NA,6.565791765227914,9.933218609541655,8.353579725138843,5.567674207268283,7.982152474112809,7.728324650511849,36,24
63,Bruno Almeida,Feminino,1977-02-26,GO,Financeiro,Gerente,14178.360679652542,2017-08-16,NA,NA,6.939566873945296,7.060824749059975,9.787152172066271,7.856129670981318,8.637342368252575,8.45536146610928,37,15
64,Carlos Alberto Souza,Feminino,1965-06-10,PR,Financeiro,Analista,2540.690244641155,2014-03-26,NA,NA,8.963267747312784,9.155765742063522,9.8370494954288,9.502925663255155,6.1007436364889145,8.270727393961103,38,2
65,Yuri Cruz,Feminino,1988-07-31,PR,Financeiro,Analista,3896.8069590628147,2004-01-13,NA,NA,8.314215878024697,9.191856630146503,7.739892657846212,6.552958462852985,7.307021318934858,7.84718351892228,71,11
66,Isamij Jacques Gamboa,Masculino,1971-10-28,MG,Comercial,Estagiário,1438.4352915454656,2012-07-03,2014-01-10,Desempenho,7.996490081772208,9.516543915495276,8.368494116701186,6.622600285336375,7.217498984187841,7.173834329797163,29,10
67,Nicole Vaz,Feminino,1970-09-08,RS,TI,Analista,3438.1024544127285,2017-10-30,2019-12-31,Término de contrato,8.487730185501277,6.969849219545722,8.283714259974658,9.35127088916488,6.955810084939003,8.477112790658254,59,36
68,Wesley Oliveira Baptista,Feminino,1966-09-25,SP,Operações,Coordenador,7535.055702552199,2002-11-02,NA,NA,8.997362568043172,8.238115286454558,6.9977003848180175,6.643368897493929,7.137947748415172,7.424311725886724,43,13
69,Nicole Vaz,Feminino,1979-09-05,RJ,Comercial,Coordenador,5089.353116927668,2002-04-10,NA,NA,8.802673230879009,9.619094211608171,7.921458259224892,5.628506181528792,6.29012009780854,8.417629702339914,34,29
70,Mariana Lima,Masculino,1992-11-16,SP,Administrativo,Gerente,13673.097406513989,2017-01-29,NA,NA,6.6606597527861595,6.0327942771837115,7.361056295223534,6.781107153510675,9.337607495486736,7.255549712871279,27,26
71,Patricia Rodrigues,Masculino,1978-01-13,DF,TI,Gerente,11275.491472799331,2003-12-02,NA,NA,9.045889184810221,6.653996900655329,7.658286154270172,9.653495930833742,6.312617229297757,8.794786953872098,33,12
72,Diego Costa,Masculino,1992-12-04,GO,Administrativo,Analista,3757.696515414864,2012-02-08,NA,NA,8.147817509248853,7.039313300512731,7.915880433283746,9.375892743701115,8.931741786189377,8.449572498152662,34,25
73,Bruna Calmon,Masculino,1987-07-20,SP,Comercial,Coordenador,6999.6732897125185,2003-03-09,2010-02-16,Reestruturação,8.63684378284961,9.091061721555889,8.129079651087523,9.10108347889036,7.583527930080891,8.41348687578794,62,26
74,Yuri Cruz,Feminino,1988-01-16,RJ,Administrativo,Analista,3540.0482872501016,2016-05-13,NA,NA,7.897193537093699,6.284347843378782,6.622510221786797,5.108860103646293,9.816448949277401,7.65190462873449,24,8
75,Manuela Abreu Braga Martins,Masculino,1979-01-15,PE,RH,Analista,4448.265578132123,2011-11-24,NA,NA,8.473779367282987,9.583069366402924,6.605501223355532,8.156184338731691,9.579433400183916,8.74456819619343,73,27
76,Samantha de Oliveira Pereira,Masculino,1989-12-04,RJ,Administrativo,Estagiário,1610.217923624441,2005-01-06,NA,NA,9.34490087069571,7.259832278825343,7.960585726425052,8.904581498354673,7.541248265653849,7.924469741283575,37,20
77,Fernanda de Oliveira Netto,Feminino,1994-07-18,SC,Operações,Analista,4177.024949342012,2004-07-21,NA,NA,7.847946428693831,9.556723392568529,9.502352670766413,8.586222779704258,8.085663855075836,9.06690683749974,27,18
78,Fernanda de Oliveira Netto,Feminino,1982-10-14,MG,Administrativo,Gerente,9983.876308891922,2014-08-27,NA,NA,8.397917268797755,8.435044086538255,7.869654648937285,5.928929150104523,9.180249905213714,8.277795865808312,26,11
79,João Monteiro,Masculino,1995-04-26,GO,Comercial,Coordenador,6207.90972863324,2011-09-22,NA,NA,8.692790863104165,7.821391746401787,8.963867226615548,7.903373178560287,9.755655460059643,8.813874531804137,44,18
80,Diego Costa,Feminino,1970-03-01,DF,Operações,Analista,2551.0818301700056,2016-03-28,NA,NA,7.4611484771594405,8.806297550909221,7.653907344676554,7.068943183403462,7.46558912564069,7.51294534589533,75,9
81,Nathália Fernandes de Araújo,Masculino,1986-11-20,SP,Administrativo,Estagiário,1637.406538054347,2010-10-29,NA,NA,6.408707360737026,9.02237670775503,8.125662012025714,6.637113316683099,7.094033730216324,7.432465325196757,36,20
82,Fernanda de Oliveira Netto,Masculino,1976-10-22,DF,Financeiro,Estagiário,1402.3895559366792,2008-09-08,NA,NA,7.512994887307286,8.111230039969087,8.60368085745722,7.104135369881988,7.138079107739031,8.133455456924917,38,19
83,Pedro da Silva,Feminino,1983-09-23,SC,Financeiro,Analista,3395.6781229935586,2003-04-26,2005-03-30,Desempenho,8.97412450518459,6.065091704949737,9.31109644472599,6.828007098520175,8.874285290949047,8.572864751485271,44,18
84,Nathália Fernandes de Araújo,Feminino,1966-11-14,DF,TI,Analista,2927.1596195176244,2007-06-23,NA,NA,8.304427661001682,6.3068974846974015,7.887732264585793,9.35353484004736,8.63594308309257,8.246652688857745,41,31
85,Gabriela Costa,Feminino,1987-08-01,GO,Logística,Coordenador,6222.44630753994,2005-05-14,2014-06-03,Pedido do funcionário,7.185425047762692,8.686256032437086,6.443302725441754,6.36488203657791,8.198000648990273,6.972135870424408,25,14
86,Livia Mello,Masculino,1986-04-19,SP,Administrativo,Estagiário,1336.8474883027375,2008-09-21,NA,NA,7.0627546068280935,8.875143037177622,7.276168470270932,6.966611942043528,6.806548905558884,7.774351836191534,60,19
87,Ana Fernandes Filardi,Feminino,1978-01-02,ES,RH,Coordenador,6164.645939599723,2014-04-26,NA,NA,9.961176586337388,7.8259499203413725,9.44427093025297,9.461332976352423,8.566267414949834,9.126746242198141,15,29
88,Gabriel Mesquita,Feminino,1999-04-09,GO,Administrativo,Coordenador,5097.883723443374,2004-09-15,NA,NA,8.370143258012831,6.893816530704498,7.268134363926947,9.11529962788336,9.431223479099572,8.784409267814983,20,33
89,Fernanda de Oliveira Netto,Feminino,1971-08-20,MG,Financeiro,Estagiário,1226.231940323487,2010-09-20,2012-08-20,Desempenho,7.101898839697242,8.902753803879023,8.335788854397833,8.627887964248657,8.325483154505491,7.458049498342204,32,19
90,Cynthia Ribeiro,Masculino,1991-10-23,DF,Operações,Coordenador,7876.770582515746,2017-09-12,NA,NA,6.323765378445387,6.070256723091006,7.157023912295699,7.199153685942292,8.555470872670412,6.689054037730894,34,21
91,Carlos Alberto Souza,Masculino,1993-10-20,DF,Comercial,Estagiário,1689.3322289921343,2001-02-21,NA,NA,6.007763131521642,8.173212829045951,8.77038225159049,7.283534180605784,9.126540720462799,8.138614843314233,61,31
92,Bruna Calmon,Feminino,1992-03-29,SP,TI,Analista,4194.2848125472665,2018-09-16,NA,NA,7.35001553222537,6.325318139046431,7.153504169546068,7.402174149174243,7.772614764049649,6.524257859293738,28,23
93,Fernanda de Oliveira Netto,Feminino,1991-08-28,SC,Administrativo,Coordenador,5030.6200596969575,2018-04-30,NA,NA,9.659926219843328,9.609219376929104,7.297194198705256,5.636907033622265,7.987661922350526,9.412527335086555,36,23
94,Carlos Alberto Souza,Masculino,1994-11-04,MG,RH,Analista,3863.547214306891,2014-06-11,2019-12-31,Reestruturação,9.288831112906337,9.142118442803621,7.208532867953181,6.430416012881324,6.930011291988194,7.3740834165008495,33,17
95,Marta Fahrnholz,Masculino,1973-08-12,PR,Administrativo,Analista,3316.5617026388645,2003-09-10,2009-01-03,Reestruturação,7.09880942478776,7.728996770456433,6.868084103800356,8.127304991940036,9.334412925876677,8.055126998685994,72,21
96,Carlos Alberto Souza,Feminino,1991-06-03,SP,TI,Analista,3580.5437308736145,2013-10-17,NA,NA,7.89278466347605,8.456209972500801,6.9897251185029745,8.441466639051214,6.62577972188592,6.817206095580145,69,20
97,Rodrigo Funcke,Feminino,1981-11-13,SC,Logística,Gerente,10975.22012097761,2012-05-05,2019-12-09,Término de contrato,8.893571997992694,9.073784984648228,7.169852738268673,5.78537990222685,8.751993908546865,9.037442428898476,19,26
98,Roberto Suzano,Feminino,1989-03-16,PR,Administrativo,Analista,3691.102763172239,2007-07-04,NA,NA,9.548828857950866,6.860380699858069,6.744334548711777,9.000438246876001,6.026307048276067,7.9989655959757044,49,19
99,Samantha de Oliveira Pereira,Masculino,1965-06-12,SP,Operações,Coordenador,7206.217176979408,2000-01-21,NA,NA,8.357195913791656,7.831234411336482,9.39983179513365,5.986073622480035,7.984780861064792,7.654869771364249,14,17
100,Diego Costa,Feminino,1997-02-14,GO,Logística,Analista,4267.332422547042,2004-03-27,NA,NA,8.026715597137809,6.000374968163669,8.417872271500528,7.6965047616977245,8.873064017854631,7.933472180571574,23,19
101,Aline de Souza,Feminino,1985-11-06,BA,Operações,Gerente,12743.7633597292,2005-02-27,NA,NA,9.4541155109182,8.976046176627278,9.449257645756006,9.89632154465653,7.820362399332225,8.763982073232267,28,15
102,Carlos Alberto Souza,Feminino,1973-12-01,DF,Operações,Coordenador,7092.47668646276,2008-03-30,NA,NA,9.352963699959219,8.903849116526544,8.107018851675093,7.085121825803071,7.46000918187201,7.322068278190819,23,35
103,Marta Fahrnholz,Feminino,1989-03-23,PR,Administrativo,Analista,2660.487894900143,2003-06-09,2012-12-30,Outros,6.732769452035427,6.436446713283658,9.760047061368823,5.4067996388766915,6.403436706401408,6.403170513017257,45,9
104,Roberto Suzano,Masculino,1989-09-03,PR,Operações,Analista,2625.031042378396,2015-02-19,NA,NA,8.50380258075893,8.859371054917574,9.640254024416208,5.849088684190065,7.0853236531838775,7.531858355322611,34,32
105,Marta Fahrnholz,Masculino,1971-11-27,DF,Operações,Coordenador,5226.967979921028,2014-05-15,NA,NA,6.4688308741897345,8.911726717837155,7.901130134239793,5.943097436102107,7.0331931272521615,7.82226810608575,46,20
106,Felipe Carvalho,Masculino,1999-08-13,GO,RH,Coordenador,6129.910885822028,2018-08-23,NA,NA,7.1461491929367185,7.707898626103997,6.6445670602843165,5.144979255273938,9.360785119235516,7.433980244890387,65,0
107,João Monteiro,Feminino,1981-12-01,ES,Financeiro,Analista,3274.2921048775315,2008-03-26,2010-10-24,Pedido do funcionário,9.426220068708062,7.393678826279938,6.899230710230768,6.403427824843675,7.584627059288323,7.356242743852947,63,15
108,Roberto Suzano,Feminino,1987-03-24,ES,Financeiro,Analista,4254.749538842589,2008-04-11,NA,NA,9.222673253156245,6.901245039887726,9.008832328021526,6.819847745355219,9.961700857616961,8.25473091406987,0,32
109,Rodrigo Funcke,Masculino,1974-11-19,ES,TI,Analista,3195.5848918296397,2001-02-01,NA,NA,6.67555336933583,8.614041193388402,9.718209923245013,6.37834612512961,9.301076979376376,8.673578250769802,35,7
110,Fernanda de Oliveira Netto,Feminino,2000-10-12,DF,Logística,Analista,3246.0597632452846,2015-04-09,2016-08-12,Pedido do funcionário,9.285718007013202,6.308788599446416,7.039189432747662,5.596715452848002,7.952137880958617,6.734408247362788,50,21
111,Mariana Lima,Masculino,1967-11-26,PR,TI,Analista,3037.2996614314616,2013-02-04,2014-12-08,Pedido do funcionário,6.250209865160286,6.762801204808056,6.2413507997989655,5.650916170561686,9.142484290525317,7.109254117518752,63,8
112,Nicole Vaz,Masculino,1969-09-07,ES,Operações,Gerente,9225.024153012782,2000-09-26,NA,NA,6.6598984422162175,7.13043571729213,8.543910796754062,9.360586998518556,8.307023096829653,7.533188304458938,29,21
113,Isamij Jacques Gamboa,Feminino,2000-01-08,SC,Administrativo,Analista,2939.02286561206,2006-11-13,NA,NA,9.126826004125178,8.82386819832027,7.74751837644726,7.127729628700763,6.8401685720309615,8.291549053940377,43,30
114,Gabriel Mesquita,Masculino,1988-07-19,PE,TI,Coordenador,7264.048608951271,2014-01-14,NA,NA,8.385156163014472,7.417994990944862,6.128894425928593,5.501199251739308,9.22281410638243,7.959681919096794,73,18
115,Samantha de Oliveira Pereira,Feminino,1984-09-13,ES,Comercial,Analista,3344.1195017658174,2010-07-24,NA,NA,7.895936710759997,9.99444825667888,8.907324560917914,5.7481261843349785,7.267688946798444,7.744016833647224,44,30
116,Cynthia Ribeiro,Masculino,1989-04-05,DF,Logística,Analista,3978.546026162803,2016-11-10,2019-12-31,Outros,9.72856333758682,6.699813371524215,6.829122562892735,9.453976801596582,9.788317633792758,8.728373585301805,78,27
117,Bernard Mello,Masculino,1984-06-26,SP,Financeiro,Estagiário,1230.780347250402,2014-11-13,NA,NA,9.954571159556508,9.7531329523772,6.49023962020874,9.551383216166869,9.835274851880968,8.014141915259291,0,32
118,Pedro da Silva,Masculino,1989-08-26,DF,Logística,Analista,4267.178976442665,2007-08-04,2014-01-27,Término de contrato,8.264986456371844,6.580152487382293,9.591212386265397,9.211642598966137,8.372789412736893,8.566079335140243,81,33
119,Bernard Mello,Masculino,1976-08-14,GO,Operações,Estagiário,1208.8138797786087,2011-04-13,NA,NA,8.537720215506852,9.346201633103192,6.237474484369159,7.7457476570270956,6.315595516934991,7.793747659168992,0,30
120,Aline de Souza,Masculino,1993-04-16,PR,Logística,Analista,3648.412415292114,2010-05-14,NA,NA,9.01350095961243,9.428128295578063,9.250225727446377,6.324372027302161,7.891619059257209,8.594385903361902,63,24
